,almeida_2019-MGYG-HGUT-01681-c00014_GUT_GEN...k001,parks_2017-DBDG-DBDG01000059.1.k001,parks_2017-DFZW-DFZW01000205.1.k001,parks_2017-DBDG-DBDG01000017.1.k001,parks_2017-DFYA-DFYA01000314.1.k001,parks_2017-DHXK-DHXK01000076.1.k001,parks_2017-DBDG-DBDG01000020.1.k001,stewart_2019-RUG11468-RUG11468_asm_1.k001,almeida_2019-MGYG-HGUT-00012-c00001_GUT_GEN...k002,parks_2017-DDIX-DDIX01000002.1.k002,parks_2017-DFXI-DFXI01000062.1.k001,parks_2017-DJFO-DJFO01000243.1.k001,parks_2017-DISD-DISD01000005.1.k001,almeida_2019-MGYG-HGUT-01689-c00034_GUT_GEN...k001,almeida_2019-MGYG-HGUT-01681-c00019_GUT_GEN...k001,almeida_2019-MGYG-HGUT-02817-c00012_GUT_GEN...k001,parks_2017-DJJW-DJJW01000061.1.k001,parks_2017-DBOQ-DBOQ01000082.1.k001,parks_2017-DHRG-DHRG01000058.1.k001,almeida_2019-MGYG-HGUT-03687-c00003_GUT_GEN...k001,parks_2017-DIUL-DIUL01000142.1.k001,parks_2017-DBOQ-DBOQ01000066.1.k001,parks_2017-DDBQ-DDBQ01000157.1.k001,parks_2017-DJFO-DJFO01000039.1.k001,stewart_2019-RUG10210-RUG10210_asm_46.k001,parks_2017-DLGC-DLGC01000004.1.k001,almeida_2019-MGYG-HGUT-01436-c00001_GUT_GEN...k001,parks_2017-DIHD-DIHD01000005.1.k002,parks_2017-DHXK-DHXK01000210.1.k001,parks_2017-DCNL-DCNL01000004.1.k001,parks_2017-DFNW-DFNW01000012.1.k001,almeida_2019-MGYG-HGUT-02490-c00024_GUT_GEN...k001,parks_2017-DBOQ-DBOQ01000105.1.k001,almeida_2019-MGYG-HGUT-02518-c00007_GUT_GEN...k003,almeida_2019-MGYG-HGUT-03192-c00007_GUT_GEN...k001,parks_2017-DBKX-DBKX01000153.1.k001,parks_2017-DFNW-DFNW01000004.1.k001,parks_2017-DBKX-DBKX01000331.1.k001,parks_2017-DCLJ-DCLJ01000013.1.k001,parks_2017-DBCU-DBCU01000002.1.k002,almeida_2019-MGYG-HGUT-01518-c00006_GUT_GEN...k002,parks_2017-DFNW-DFNW01000019.1.k003,OUTGROUP_2hg4|chainA_EryKS5,almeida_2019-MGYG-HGUT-03687-c00004_GUT_GEN...k001,tully_2018-TOBG_SP-12-c00091_MHASMco...k001,almeida_2019-MGYG-HGUT-01510-c00002_GUT_GEN...k001,parks_2017-DBKX-DBKX01000013.1.k001,parks_2017-DBKX-DBKX01000294.1.k001,parks_2017-DJJR-DJJR01000001.1.k001,parks_2017-DJAM-DJAM01000140.1.k001,parks_2017-DIHD-DIHD01000011.1.k003,parks_2017-DJJW-DJJW01000096.1.k001,parks_2017-DFJO-DFJO01000158.1.k001,OUTGROUP_2qo3|chainA_EryKS3,parks_2017-DJJR-DJJR01000048.1.k001,almeida_2019-MGYG-HGUT-01206-c00001_GUT_GEN...k001,parks_2017-DJFO-DJFO01000344.1.k001,parks_2017-DIHD-DIHD01000011.1.k004,parks_2017-DJJW-DJJW01000026.1.k001,parks_2017-DBKX-DBKX01000126.1.k001,parks_2017-DFNB-DFNB01000085.1.k001,parks_2017-DFNB-DFNB01000077.1.k001,almeida_2019-MGYG-HGUT-02817-c00016_GUT_GEN...k001,parks_2017-DIHD-DIHD01000008.1.k001,parks_2017-DIED-DIED01000005.1.k001,parks_2017-DIED-DIED01000037.1.k002,parks_2017-DJFO-DJFO01000033.1.k001,parks_2017-DIHD-DIHD01000009.1.k002
parks_2017-DHXK-DHXK01000210.1.k001,0.7176009911729295,0.7136514186194016,0.7291258480350035,0.7176009911729295,0.7046027691562766,0.47062630328316835,0.6979649053674104,0.7001650254720008,0.7036924548344589,0.6990041413555677,0.6285956033958567,0.7291258480350035,0.6990041413555677,0.7136514186194016,0.7161854602505096,0.7176009911729295,0.7136514186194016,0.7507837494171504,0.7380061590150457,0.7036924548344589,0.7014681726761128,0.6285956033958567,0.7161854602505096,0.7225990720799419,0.5858224432122983,0.7161854602505096,0.7176009911729295,0.7176009911729295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DCNL-DCNL01000004.1.k001,0.7014681726761128,0.6990041413555677,0.6990041413555677,0.7014681726761128,0.693532682229944,0.6990041413555677,0.6924543740660734,0.6921008658046996,0.28405813483511877,0.0,0.6921008658046996,0.6990041413555677,0.6891236091932801,0.69828059396644,0.7001650254720008,0.7014681726761128,0.7020599104947127,0.7055857873186165,0.7001650254720008,0.6501053571748358,0.694080805813408,0.6907013266898399,0.7001650254720008,0.6952681812865013,0.6940755130480003,0.7001650254720008,0.7014681726761128,0.7014681726761128,0.6990041413555677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DFNW-DFNW01000012.1.k001,0.7136514186194016,0.707807770789676,0.7029380120966049,0.7136514186194016,0.6979649053674104,0.707807770789676,0.6956065841597715,0.6443923501250007,0.6443923501250007,0.6471036337206295,0.6954186289846114,0.7029380120966049,0.6896036337206295,0.7020599104947127,0.710452026228493,0.7136514186194016,0.707807770789676,0.7136514186194016,0.710452026228493,0.3728783154446298,0.69828059396644,0.6916350578235884,0.710452026228493,0.6972929699498351,0.7020599104947127,0.710452026228493,0.7136514186194016,0.7136514186194016,0.707807770789676,0.6471036337206295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
almeida_2019-MGYG-HGUT-02490-c00024_GUT_GEN...k001,0.7136514186194016,0.3525473794712566,0.7380061590150457,0.7136514186194016,0.7064930723088361,0.7161854602505096,0.6959170312678201,0.7055857873186165,0.7055857873186165,0.7001650254720008,0.7014681726761128,0.7380061590150457,0.7001650254720008,0.7176009911729295,0.7176009911729295,0.7136514186194016,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7055857873186165,0.6979870926218361,0.7014681726761128,0.7176009911729295,0.7291258480350035,0.7086366843583891,0.7176009911729295,0.7136514186194016,0.7136514186194016,0.7161854602505096,0.7001650254720008,0.710452026228493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DBOQ-DBOQ01000105.1.k001,0.8059101888919573,0.7507837494171504,0.7507837494171504,0.8059101888919573,0.7176009911729295,0.7507837494171504,0.7036924548344589,0.7029380120966049,0.707807770789676,0.7055857873186165,0.707807770789676,0.7507837494171504,0.7055857873186165,0.7225990720799419,0.7707099806163874,0.8059101888919573,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.7029380120966049,0.710452026228493,0.707807770789676,0.7707099806163874,0.7380061590150457,0.7225990720799419,0.7707099806163874,0.8059101888919573,0.8059101888919573,0.7507837494171504,0.7055857873186165,0.7064930723088361,0.7707099806163874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
almeida_2019-MGYG-HGUT-02518-c00007_GUT_GEN...k003,0.6993878198996877,0.6972929699498351,0.693532682229944,0.6993878198996877,0.6520468645047974,0.6972929699498351,0.6916350578235884,0.6905733726158743,0.6228266681155643,0.6256668529597278,0.6925473794712566,0.6954186289846114,0.6893287755217459,0.6921008658046996,0.6961853287046873,0.6993878198996877,0.6972929699498351,0.6970300893497188,0.69828059396644,0.6576776006934821,0.6919917552299188,0.6905733726158743,0.69828059396644,0.6947199405340547,0.6934940721742131,0.69828059396644,0.6993878198996877,0.6993878198996877,0.6972929699498351,0.6256668529597278,0.6561200730790051,0.69828059396644,0.6993878198996877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
almeida_2019-MGYG-HGUT-03192-c00007_GUT_GEN...k001,0.6799999999999999,0.7176009911729295,0.7507837494171504,0.6799999999999999,0.7086366843583891,0.7176009911729295,0.7001650254720008,0.707807770789676,0.707807770789676,0.7014681726761128,0.7029380120966049,0.7507837494171504,0.7014681726761128,0.7225990720799419,0.7136514186194016,0.6799999999999999,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.707807770789676,0.7046027691562766,0.7029380120966049,0.7136514186194016,0.7380061590150457,0.7110423378969504,0.7136514186194016,0.6799999999999999,0.6799999999999999,0.7176009911729295,0.7014681726761128,0.7136514186194016,0.7136514186194016,0.8059101888919573,0.6993878198996877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DBKX-DBKX01000153.1.k001,0.7380061590150457,0.7225990720799419,0.7225990720799419,0.7380061590150457,0.7029380120966049,0.7225990720799419,0.6993878198996877,0.6990041413555677,0.7020599104947127,0.7006377647898823,0.7020599104947127,0.5290041413555676,0.6386015146198346,0.7046027691562766,0.7291258480350035,0.7380061590150457,0.7225990720799419,0.7161854602505096,0.7136514186194016,0.6959170312678201,0.7001650254720008,0.6990041413555677,0.7291258480350035,0.7176009911729295,0.710452026228493,0.7291258480350035,0.7380061590150457,0.7380061590150457,0.7225990720799419,0.7006377647898823,0.7014681726761128,0.7291258480350035,0.7380061590150457,0.691318526397686,0.7380061590150457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DFNW-DFNW01000004.1.k001,0.7507837494171504,0.7291258480350035,0.7291258480350035,0.7507837494171504,0.710452026228493,0.7291258480350035,0.7006377647898823,0.7001650254720008,0.7001650254720008,0.6990041413555677,0.7036924548344589,0.7291258480350035,0.7020599104947127,0.7064930723088361,0.7380061590150457,0.7507837494171504,0.7291258480350035,0.7507837494171504,0.7161854602505096,0.6929836886986376,0.7014681726761128,0.7001650254720008,0.7380061590150457,0.7225990720799419,0.7136514186194016,0.7380061590150457,0.7507837494171504,0.7507837494171504,0.7291258480350035,0.6990041413555677,0.7029380120966049,0.7380061590150457,0.7507837494171504,0.6954186289846114,0.7507837494171504,0.7110423378969504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DBKX-DBKX01000331.1.k001,0.7707099806163874,0.7380061590150457,0.7161854602505096,0.7707099806163874,0.7064930723088361,0.7380061590150457,0.6990041413555677,0.6972929699498351,0.7014681726761128,0.7001650254720008,0.7014681726761128,0.7380061590150457,0.7036924548344589,0.7086366843583891,0.7507837494171504,0.7707099806163874,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7014681726761128,0.707807770789676,0.6972929699498351,0.7507837494171504,0.7291258480350035,0.7176009911729295,0.7507837494171504,0.7707099806163874,0.7707099806163874,0.7380061590150457,0.7001650254720008,0.7046027691562766,0.7507837494171504,0.7707099806163874,0.6961853287046873,0.7707099806163874,0.7291258480350035,0.7380061590150457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DCLJ-DCLJ01000013.1.k001,0.7136514186194016,0.3525473794712566,0.7380061590150457,0.7136514186194016,0.7064930723088361,0.7161854602505096,0.6959170312678201,0.7055857873186165,0.7055857873186165,0.7001650254720008,0.7014681726761128,0.7380061590150457,0.7001650254720008,0.7176009911729295,0.7176009911729295,0.7136514186194016,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7055857873186165,0.6979870926218361,0.7014681726761128,0.7176009911729295,0.7291258480350035,0.7086366843583891,0.7176009911729295,0.7136514186194016,0.7136514186194016,0.7161854602505096,0.7001650254720008,0.710452026228493,0.0,0.7707099806163874,0.69828059396644,0.7136514186194016,0.7291258480350035,0.7380061590150457,0.7507837494171504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DBCU-DBCU01000002.1.k002,0.7014681726761128,0.6990041413555677,0.6990041413555677,0.7014681726761128,0.693532682229944,0.6990041413555677,0.6924543740660734,0.6921008658046996,0.28405813483511877,0.0,0.6921008658046996,0.6990041413555677,0.6891236091932801,0.69828059396644,0.7001650254720008,0.7014681726761128,0.7020599104947127,0.7055857873186165,0.7001650254720008,0.6501053571748358,0.694080805813408,0.6907013266898399,0.7001650254720008,0.6952681812865013,0.6940755130480003,0.7001650254720008,0.7014681726761128,0.7014681726761128,0.6990041413555677,0.0,0.6471036337206295,0.7001650254720008,0.7055857873186165,0.6256668529597278,0.7014681726761128,0.7006377647898823,0.6990041413555677,0.7001650254720008,0.7001650254720008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
almeida_2019-MGYG-HGUT-01518-c00006_GUT_GEN...k002,0.6799999999999999,0.7176009911729295,0.7507837494171504,0.6799999999999999,0.7086366843583891,0.7176009911729295,0.7001650254720008,0.707807770789676,0.707807770789676,0.7014681726761128,0.7029380120966049,0.7507837494171504,0.7014681726761128,0.7225990720799419,0.7136514186194016,0.6799999999999999,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.707807770789676,0.7046027691562766,0.7029380120966049,0.7136514186194016,0.7380061590150457,0.7110423378969504,0.7136514186194016,0.6799999999999999,0.6799999999999999,0.7176009911729295,0.7014681726761128,0.7136514186194016,0.7136514186194016,0.8059101888919573,0.6993878198996877,0.6799999999999999,0.7380061590150457,0.7507837494171504,0.7707099806163874,0.7136514186194016,0.7014681726761128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DFNW-DFNW01000019.1.k003,0.6799999999999999,0.7176009911729295,0.7507837494171504,0.6799999999999999,0.7086366843583891,0.7176009911729295,0.7001650254720008,0.707807770789676,0.707807770789676,0.7014681726761128,0.7029380120966049,0.7507837494171504,0.7014681726761128,0.7225990720799419,0.7136514186194016,0.6799999999999999,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.707807770789676,0.7046027691562766,0.7029380120966049,0.7136514186194016,0.7380061590150457,0.7110423378969504,0.7136514186194016,0.6799999999999999,0.6799999999999999,0.7176009911729295,0.7014681726761128,0.7136514186194016,0.7136514186194016,0.8059101888919573,0.6993878198996877,0.6799999999999999,0.7380061590150457,0.7507837494171504,0.7707099806163874,0.7136514186194016,0.7014681726761128,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OUTGROUP_2hg4|chainA_EryKS5,0.8059101888919573,0.7176009911729295,0.7507837494171504,0.8059101888919573,0.7176009911729295,0.7507837494171504,0.7036924548344589,0.7029380120966049,0.707807770789676,0.7055857873186165,0.707807770789676,0.7507837494171504,0.7055857873186165,0.7225990720799419,0.7707099806163874,0.8059101888919573,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.707807770789676,0.710452026228493,0.7029380120966049,0.7707099806163874,0.7380061590150457,0.7225990720799419,0.7707099806163874,0.8059101888919573,0.8059101888919573,0.7507837494171504,0.7055857873186165,0.7136514186194016,0.7707099806163874,0.8059101888919573,0.6993878198996877,0.8059101888919573,0.7380061590150457,0.7507837494171504,0.7707099806163874,0.7707099806163874,0.7055857873186165,0.8059101888919573,0.8059101888919573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
almeida_2019-MGYG-HGUT-03687-c00004_GUT_GEN...k001,0.6799999999999999,0.7176009911729295,0.7507837494171504,0.6799999999999999,0.7086366843583891,0.7176009911729295,0.7001650254720008,0.707807770789676,0.707807770789676,0.7014681726761128,0.7029380120966049,0.7507837494171504,0.7014681726761128,0.7225990720799419,0.7136514186194016,0.6799999999999999,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.707807770789676,0.7046027691562766,0.7029380120966049,0.7136514186194016,0.7380061590150457,0.7110423378969504,0.7136514186194016,0.6799999999999999,0.6799999999999999,0.7176009911729295,0.7014681726761128,0.7136514186194016,0.7136514186194016,0.8059101888919573,0.6993878198996877,0.6799999999999999,0.7380061590150457,0.7507837494171504,0.7707099806163874,0.7136514186194016,0.7014681726761128,0.6799999999999999,0.6799999999999999,0.8059101888919573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tully_2018-TOBG_SP-12-c00091_MHASMco...k001,0.7176009911729295,0.7136514186194016,0.7291258480350035,0.7176009911729295,0.7046027691562766,0.7136514186194016,0.6952681812865013,0.7036924548344589,0.7036924548344589,0.6990041413555677,0.6965956033958567,0.7291258480350035,0.6990041413555677,0.7064930723088361,0.7161854602505096,0.7176009911729295,0.7291258480350035,0.7507837494171504,0.7380061590150457,0.7001650254720008,0.6217374143942795,0.7001650254720008,0.7161854602505096,0.7225990720799419,0.6991557765456315,0.7161854602505096,0.7176009911729295,0.7176009911729295,0.7136514186194016,0.6990041413555677,0.707807770789676,0.7161854602505096,0.7507837494171504,0.6954186289846114,0.7176009911729295,0.7110423378969504,0.7136514186194016,0.7380061590150457,0.7161854602505096,0.6990041413555677,0.7176009911729295,0.7176009911729295,0.7507837494171504,0.7176009911729295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
almeida_2019-MGYG-HGUT-01510-c00002_GUT_GEN...k001,0.7176009911729295,0.0,0.7291258480350035,0.7176009911729295,0.7046027691562766,0.7136514186194016,0.6952681812865013,0.7001650254720008,0.7036924548344589,0.6990041413555677,0.7001650254720008,0.7291258480350035,0.6990041413555677,0.7136514186194016,0.7161854602505096,0.7176009911729295,0.7291258480350035,0.7507837494171504,0.7380061590150457,0.7036924548344589,0.6972929699498351,0.6965956033958567,0.7161854602505096,0.7225990720799419,0.7064930723088361,0.7161854602505096,0.7176009911729295,0.7176009911729295,0.7136514186194016,0.6990041413555677,0.707807770789676,0.3525473794712566,0.7507837494171504,0.6972929699498351,0.7176009911729295,0.7225990720799419,0.7291258480350035,0.7380061590150457,0.3525473794712566,0.6990041413555677,0.7176009911729295,0.7176009911729295,0.7176009911729295,0.7176009911729295,0.7136514186194016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DBKX-DBKX01000013.1.k001,0.7380061590150457,0.7225990720799419,0.7225990720799419,0.7380061590150457,0.7029380120966049,0.7225990720799419,0.6993878198996877,0.6990041413555677,0.6959170312678201,0.6952681812865013,0.7020599104947127,0.7110423378969504,0.6979649053674104,0.710452026228493,0.7291258480350035,0.7380061590150457,0.7225990720799419,0.7380061590150457,0.7291258480350035,0.6309800769704653,0.7036924548344589,0.7020599104947127,0.7291258480350035,0.7086366843583891,0.710452026228493,0.7291258480350035,0.7380061590150457,0.7380061590150457,0.7225990720799419,0.6952681812865013,0.6930593737250758,0.7291258480350035,0.7161854602505096,0.6930239445537323,0.7380061590150457,0.7176009911729295,0.7225990720799419,0.7291258480350035,0.7291258480350035,0.6952681812865013,0.7380061590150457,0.7380061590150457,0.7380061590150457,0.7380061590150457,0.7225990720799419,0.7225990720799419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DBKX-DBKX01000294.1.k001,0.7707099806163874,0.7380061590150457,0.7380061590150457,0.7707099806163874,0.7136514186194016,0.7380061590150457,0.7020599104947127,0.7055857873186165,0.7055857873186165,0.7036924548344589,0.7055857873186165,0.7161854602505096,0.7001650254720008,0.7176009911729295,0.7507837494171504,0.7707099806163874,0.7380061590150457,0.7707099806163874,0.7176009911729295,0.7055857873186165,0.707807770789676,0.7055857873186165,0.7507837494171504,0.7291258480350035,0.7176009911729295,0.7507837494171504,0.7707099806163874,0.7707099806163874,0.7380061590150457,0.7036924548344589,0.710452026228493,0.7507837494171504,0.7707099806163874,0.69828059396644,0.7707099806163874,0.7136514186194016,0.7380061590150457,0.7507837494171504,0.7507837494171504,0.7036924548344589,0.7707099806163874,0.7707099806163874,0.7707099806163874,0.7707099806163874,0.7380061590150457,0.7380061590150457,0.7291258480350035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DJJR-DJJR01000001.1.k001,0.7380061590150457,0.7225990720799419,0.7225990720799419,0.7380061590150457,0.707807770789676,0.7225990720799419,0.6970300893497188,0.6990041413555677,0.6959170312678201,0.6952681812865013,0.7020599104947127,0.7225990720799419,0.6979649053674104,0.710452026228493,0.7291258480350035,0.7380061590150457,0.7225990720799419,0.7380061590150457,0.7291258480350035,0.6340988494496382,0.7036924548344589,0.7020599104947127,0.7291258480350035,0.7086366843583891,0.7046027691562766,0.7291258480350035,0.7380061590150457,0.7380061590150457,0.7225990720799419,0.6952681812865013,0.6972929699498351,0.7291258480350035,0.7161854602505096,0.6930239445537323,0.7380061590150457,0.7176009911729295,0.7225990720799419,0.7291258480350035,0.7291258480350035,0.6952681812865013,0.7380061590150457,0.7380061590150457,0.7380061590150457,0.7380061590150457,0.7225990720799419,0.7225990720799419,0.5633878198996878,0.7291258480350035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DJAM-DJAM01000140.1.k001,0.7176009911729295,0.7136514186194016,0.7291258480350035,0.7176009911729295,0.7046027691562766,0.47062630328316835,0.6979649053674104,0.7001650254720008,0.7036924548344589,0.6990041413555677,0.6285956033958567,0.7291258480350035,0.6990041413555677,0.7136514186194016,0.7161854602505096,0.7176009911729295,0.7136514186194016,0.7507837494171504,0.7380061590150457,0.7036924548344589,0.7014681726761128,0.6285956033958567,0.7161854602505096,0.7225990720799419,0.5858224432122983,0.7161854602505096,0.7176009911729295,0.7176009911729295,0.0,0.6990041413555677,0.707807770789676,0.7161854602505096,0.7507837494171504,0.6972929699498351,0.7176009911729295,0.7225990720799419,0.7291258480350035,0.7380061590150457,0.7161854602505096,0.6990041413555677,0.7176009911729295,0.7176009911729295,0.7507837494171504,0.7176009911729295,0.7136514186194016,0.7136514186194016,0.7225990720799419,0.7380061590150457,0.7225990720799419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DIHD-DIHD01000011.1.k003,0.710452026228493,0.7055857873186165,0.7014681726761128,0.710452026228493,0.6970300893497188,0.7055857873186165,0.6948809744532874,0.6930239445537323,0.20488519998799515,0.42005754511988,0.6947199405340547,0.7014681726761128,0.6910062667975787,0.7006377647898823,0.707807770789676,0.710452026228493,0.7055857873186165,0.710452026228493,0.7029380120966049,0.6453792138864698,0.6972929699498351,0.6930239445537323,0.707807770789676,0.6965956033958567,0.6979649053674104,0.707807770789676,0.710452026228493,0.710452026228493,0.7055857873186165,0.42005754511988,0.6412403971006853,0.707807770789676,0.710452026228493,0.6207665673227685,0.710452026228493,0.7036924548344589,0.7014681726761128,0.7029380120966049,0.707807770789676,0.42005754511988,0.710452026228493,0.710452026228493,0.710452026228493,0.710452026228493,0.7055857873186165,0.7055857873186165,0.6965956033958567,0.707807770789676,0.6965956033958567,0.7055857873186165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DJJW-DJJW01000096.1.k001,0.7136514186194016,0.7161854602505096,0.7380061590150457,0.7136514186194016,0.7064930723088361,0.7161854602505096,0.6959170312678201,0.7014681726761128,0.7055857873186165,0.7001650254720008,0.6972929699498351,0.7380061590150457,0.7001650254720008,0.7086366843583891,0.7176009911729295,0.7136514186194016,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7055857873186165,0.7029380120966049,0.6217374143942795,0.7176009911729295,0.7291258480350035,0.7086366843583891,0.7176009911729295,0.7136514186194016,0.7136514186194016,0.7161854602505096,0.7001650254720008,0.710452026228493,0.7176009911729295,0.7707099806163874,0.69828059396644,0.7136514186194016,0.7291258480350035,0.7380061590150457,0.7176009911729295,0.7176009911729295,0.7001650254720008,0.7136514186194016,0.7136514186194016,0.7707099806163874,0.7136514186194016,0.7161854602505096,0.7161854602505096,0.7291258480350035,0.7507837494171504,0.7291258480350035,0.7161854602505096,0.707807770789676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
