DATASET_BINARY
SEPARATOR COMMA
DATASET_LABEL,Contig edge
Brevibacillus laterosporus LMG 15441|CP007806|c5,-1
Brevibacillus laterosporus|CP011076|c1,-1
basiliskamides,-1
Burkholderia mallei|JPGJ01000003|c2,-1
Burkholderia gladioli|JRGO01000053|c1,-1
Bacillus sp FJAT-27238|LGJF01000001|c2,-1
Brevibacillus brevis|LDZV01000001|c11,-1
Streptomyces sp NRRL B-1568|JZWZ01000075|c1,1
Xenorhabdus nematophila ATCC 19061|FN667742|c6,-1
Xenorhabdus nematophila AN61|LN681227|c6,-1
griseoviridin,-1
Streptomyces virginiae|AB283030|c1,1
virginiamycin,-1
Streptomycetaceae bacterium MP113-05|AWQV01000196|c1,1
Enhygromyxa salina|JMCC02000002|c1,-1
Xenorhabdus bovienii str Intermedium|CBTB010000186|c1,1
Xenorhabdus bovienii str kraussei Quebec|CBSY010000216|c1,1
Chondromyces apiculatus DSM 436|ASRX01000032|c1,-1
Candidatus Magnetoglobus multicellularis str Araruama|ATBP01000005|c1,1
Candidatus Magnetomorum sp HK-1|JPDT01002420|c1,-1
Candidatus Magnetomorum sp HK-1|JPDT01002934|c1,-1
Streptomyces fulvissimus DSM 40593|CP005080|c6,-1
Streptomyces sp CFMR 7|CP011522|c27,-1
Pseudomonas aeruginosa CF27|AXRM01000017|c1,-1
Pseudomonas sp CMAA1215|AVOY01000221|c1,-1
Pseudomonas endophytica|LLWH01000135|c1,1
Propionibacterium propionicum F0230a|CP002734|c3,-1
Polyangium brachysporum|CP011371|c6,-1
Methylobacterium platani|JTHF01000101|c1,-1
Methylobacterium platani|JTHG01000227|c1,-1
Clostridium papyrosolvens DSM 2782|ACXX02000003|c1,-1
Pseudomonas syringae pv aceris str M302273|AEAO01000064|c1,1
Streptomyces auratus AGR0001|AJGV01000165|c1,1
Amycolatopsis rifamycinica|JMQI01000026|c1,-1
Pseudomonas syringae pv aptata str DSM 50252|AEAN01000377|c1,1
Pseudomonas syringae pv pisi str 1704B|AEAI01000264|c1,1
Pseudomonas syringae pv aceris|LJPM01000228|c1,1
Streptomyces sp YIM 56141|JX014302|c1,-1
Streptomyces anulatus|JPZP01000007|c14,-1
Streptomyces acidiscabies|JPPY01000213|c1,-1
Streptomyces europaeiscabiei|JPPV01000201|c1,-1
Streptomyces sp Root1295|LMEL01000021|c2,-1
9-methylstreptimidone,-1
Streptomyces himastatinicus ATCC 53653|FR878059|c1,-1
Streptomyces sp Root63|LMGX01000018|c2,-1
Streptomyces sp NRRL B-1568|JZWZ01000008|c1,-1
Streptomyces sp MNU77|JXUQ01000001|c30,-1
Streptomyces sp 769|CP003987|c29,-1
Streptomyces himastatinicus ATCC 53653|GG657754|c13,-1
cycloheximide,-1
Streptomyces himastatinicus ATCC 53653|9-methylstreptimidone|FR878059,-1
Streptomyces sp ACT-1|GL877172|c32,-1
Streptomyces griseus subsp griseus NBRC 13350|AP009493|c33,-1
Streptomyces sp W007|AGSW01000116|c1,-1
Streptomyces chattanoogensis|LGKG01000155|c1,1
Streptomyces platensis subsp rosaceus|GQ274953|c1,1
Streptomyces lydicus A02|CP007699|c4,1
dorrigocin_migrastatin,1
Streptomyces amphibiosporus|GQ274954|c1,1
Magnetospirillum gryphiswaldense MSR-1 v2|HG794546|c3,-1
Oceanibaculum indicum P24|AMRL01000010|c1,1
Labrenzia alba|CXWE01000001|c1,-1
Labrenzia alba|CXWA01000005|c1,-1
Labrenzia alba|CXWC01000011|c1,-1
Pseudomonas syringae pv solidagae|LJRH01000102|c1,-1
Pseudomonas syringae pv syringae B728a|CP000075|c9,-1
Pseudomonas syringae pv syringae|JPNN01000115|c1,-1
Pseudomonas syringae pv lapsa|LJQQ01000031|c1,-1
Pseudomonas syringae pv syringae|LJRK01000113|c1,-1
Pseudomonas syringae pv atrofaciens|LJPO01000137|c1,-1
Pseudomonas syringae pv syringae str B301D-R|JALJ01000001|c1,-1
Pseudomonas syringae pv syringae|LGKT01000090|c1,-1
Pseudomonas syringae pv syringae HS191|CP006256|c1,-1
Pseudomonas syringae pv aptata|LJRP01000101|c1,-1
Pseudomonas syringae pv syringae B301D|CP005969|c9,-1
Pseudomonas syringae pv aceris|LGAR01000025|c1,-1
Pseudomonas syringae KCTC 12500|AYTM02000002|c2,-1
Xenorhabdus bovienii str feltiae Moldova|CBSV010000120|c1,-1
Dickeya chrysanthemi|JRWY01000058|c1,1
Teredinibacter turnerae T7901|CP001614|c3,-1
Collimonas arenae|CP009962|c4,-1
Cedecea neteri|CP009460|c9,-1
Xanthomonas sp NCPPB1128|LFME01000001|c1,-1
Dickeya solani D s0432-1|AMWE01000004|c1,-1
Dickeya zeae Ech586|CP001836|c3,-1
Clostridium papyrosolvens DSM 2782|ACXX02000024|c1,1
Paenibacillus polymyxa|JMIQ01000026|c1,1
Pseudoalteromonas luteoviolacea 2ta16|AUSV01000113|c1,-1
Pseudoalteromonas luteoviolacea|JWIC01000003|c3,-1
Pseudoalteromonas citrea DSM 8771|AHBZ02000147|c1,-1
Pseudoalteromonas rubra|JXYA01000006|c1,-1
Pseudoalteromonas luteoviolacea S4054|AUXW01000155|c1,-1
Pseudoalteromonas rubra DSM 6842|AHCD02000148|c1,-1
Burkholderia pseudomallei|JOTW01000024|c1,-1
Burkholderia pseudomallei MSHR435|JRFP01000042|c2,-1
Burkholderia pseudomallei|JPHB01000011|c1,-1
Burkholderia pseudomallei MSHR1328|APNR01000005|c1,-1
Burkholderia pseudomallei TSV 31|JPVE01000007|c5,-1
Burkholderia pseudomallei MSHR543|JPZX01000010|c1,-1
Burkholderia pseudomallei MSHR733|JQEE01000011|c1,-1
Burkholderia mallei|JPGJ01000001|c1,-1
Burkholderia pseudomallei|JPNP01000072|c1,-1
Burkholderia pseudomallei MSHR1029|JQDB01000014|c1,-1
Burkholderia pseudomallei|JYBH01000001|c1,-1
Burkholderia pseudomallei MSHR449|JQFO01000044|c1,-1
Burkholderia pseudomallei|JOTS01000017|c1,-1
Burkholderia pseudomallei MSHR1000|JQEF01000031|c1,-1
Burkholderia pseudomallei MSHR4299|JPVC01000005|c5,-1
Burkholderia pseudomallei MSHR6137|AXDS01000001|c1,-1
Burkholderia pseudomallei|JOUA01000008|c9,-1
Burkholderia pseudomallei|JYBJ01000001|c1,-1
Burkholderia pseudomallei 1710b|CP000125|c1,-1
Burkholderia pseudomallei MSHR1153|CP009272|c1,-1
Burkholderia pseudomallei|CP008917|c1,-1
Burkholderia pseudomallei S13|CH899760|c2,-1
Burkholderia pseudomallei MSHR4300|JPQI01000003|c5,-1
Burkholderia pseudomallei TSV 43|JPQK01000001|c2,-1
Burkholderia pseudomallei MSHR1043|AOGU01000018|c1,-1
Burkholderia pseudomallei MSHR640|JQFP01000020|c1,-1
Burkholderia pseudomallei MSHR338|ATJY01000024|c1,-1
Burkholderia pseudomallei|JOTU01000015|c8,-1
Plesiocystis pacifica SIR-1|ABCS01000133|c1,1
Streptomyces sp SPB074|GG770539|c1,-1
Saccharothrix sp ST-888|JYJF01000008|c2,-1
Micromonospora sp L5|CP002399|c9,-1
lankacidin,-1
Hahella chejuensis|HE664023|c1,-1
Hahella chejuensis KCTC 2396|CP000155|c8,-1
leinamycin,-1
Catenulispora acidiphila DSM 44928|CP001700|c5,-1
Micromonospora aurantiaca ATCC 27029|CP002162|c12,-1
Streptomyces atroolivaceus|AF484556|c1,-1
Saccharothrix espanaensis DSM 44229|HE804045|c19,-1
Streptomyces leeuwenhoekii|LN831790|c8,-1
Nostoc sp Peltigera membranacea cyanobiont|JQ975876|c1,1
Bacillus cereus BGSC 6E1|ACLU01000141|c1,1
Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1|ACNH01000126|c1,1
Plesiocystis pacifica SIR-1|ABCS01000005|c1,1
Streptomyces sp WAC5292|JQ768045|c1,1
Myxococcus hansupus|CP012109|c9,-1
Photobacterium gaetbulicola Gung47|CP005973|c1,-1
Pseudogulbenkiania ferrooxidans EGD-HP2|AVPH01000112|c1,-1
Frankia sp R43|LFCW01000013|c1,-1
Frankia sp EUN1f|ADGX01000046|c1,1
Streptomyces himastatinicus ATCC 53653|GG657754|c30,-1
Corallococcus coralloides|HM071004|c1,1
corallopyronin,-1
myxopyronin,-1
Myxococcus fulvus|KF356280|c1,1
Streptomyces acidiscabies|JPPY01000183|c1,-1
Streptomyces sp NRRL WC-3753|LGKF01001480|c1,1
Streptomyces albulus PD-1|AXDB02000045|c1,1
disorazole,-1
Sorangium cellulosum|DQ013294|c1,-1
Sorangium cellulosum|AJ874112|c1,-1
Streptomyces sp NRRL S-4|LGKJ01000153|c1,1
Saccharomonospora xinjiangensis XJ-54|JH636049|c1,1
Streptomyces toyocaensis|JFCB01000021|c1,1
Streptomyces albus|EF552687|c1,-1
Streptomyces bingchenggensis BCW-1|CP002047|c42,-1
oxazolomycin,-1
Streptomyces albulus CCRC 11814|AROY02000065|c1,1
Streptomyces albulus|CP007574|c18,-1
Saccharomonospora azurea SZMC 14600|AHBX01000215|c1,-1
Saccharomonospora azurea SZMC 14600|AHBX01000119|c1,1
Saccharomonospora azurea NA-128|CM001466|c4,-1
Burkholderia gladioli|JPGG01000009|c1,1
Gloeobacter violaceus PCC 7421|BA000045|c4,-1
Myxococcus stipitatus DSM 14675|CP004025|c7,-1
tartrolon,-1
Teredinibacter turnerae T7901|CP001614|c4,-1
Gynuella sunshinyii YC6258|CP007142|c12,-1
Hyalangium minutum|JMCB01000001|c1,-1
Stigmatella aurantiaca Sg a15|FR854394|c1,-1
rhizopodin,-1
Myxococcus stipitatus DSM 14675|CP004025|c22,-1
Myxococcus stipitatus DSM 14675|CP004025|c23,-1
Flavobacterium reichenbachii|JPRL01000001|c2,-1
Peptococcaceae bacterium BICA1-7|JUEB01000029|c1,1
Brevibacillus sp CF112|AKKB01000147|c1,-1
Nocardiopsis alba ATCC BAA-2165|CP003788|c5,-1
Brevibacillus brevis|LDZV01000001|c4,-1
Clostridium papyrosolvens DSM 2782|ACXX02000004|c1,1
Brevibacillus agri BAB-2500|AOBR01000090|c1,-1
Clostridium pasteurianum NRRL B-598|CP011966|c1,-1
Cellvibrio japonicus Ueda107|CP000934|c3,-1
Burkholderia ubonensis MSMB22|CP009487|c1,-1
Burkholderia sp MSHR3999|JRFO01000005|c2,-1
Burkholderia ambifaria AMMD|CP009800|c5,-1
enacyloxin,-1
Burkholderia ambifaria AMMD|CP000442|c3,-1
Micromonospora sp ATCC 39149|GG657738|c19,-1
Photobacterium gaetbulicola|JWLZ01000199|c1,-1
Ethanoligenens harbinense YUAN-3|CP002400|c1,-1
uncultured Thiohalocapsa sp PB-PSB1|AVFR01001323|c1,-1
Sorangium cellulosum So0157-2|CP003969|c4,-1
Xenorhabdus bovienii str oregonense|CBSX010000268|c1,-1
Lysobacter sp ATCC 53042|JF412274|c2,1
Mesorhizobium sp Root554|LMGA01000001|c3,-1
Legionella parisiensis|KM222819|c1,1
legioliulin,1
kirromycin,-1
Streptomyces cattleya NRRL 8057 = DSM 46488|FQ859185|c13,-1
Streptomyces cattleya NRRL 8057 = DSM 46488|CP003219|c13,-1
Streptomyces collinus Tu 365|AM746336|c1,-1
Streptomyces collinus Tu 365|CP006259|c27,-1
Streptomyces collinus Tu 365|CP006259|c2,-1
Kitasatospora setae KM-6054|AP010968|c28,-1
chivosazole,1
Sorangium cellulosum So ce56|AM746676|c17,1
Sorangium cellulosum|DQ065771|c1,1
Azospirillum brasilense|CP007796|c1,-1
Azospirillum brasilense|JGVN01000004|c1,-1
Candidatus Endolissoclinum faulkneri L5|CP006745|c3,-1
Candidatus Endolissoclinum faulkneri L2|CP003539|c3,-1
Bacillus sp 916|AFSU01000070|c1,1
Bacillus amyloliquefaciens|LGYP01000009|c1,-1
Bacillus amyloliquefaciens UASWS BA1|AWQY01000013|c1,1
Bacillus velezensis|JXAM01000042|c1,1
Bacillus amyloliquefaciens|JQNZ01000008|c1,1
Streptomyces cyaneogriseus subsp noncyanogenus|CP010849|c23,-1
Bacillus amyloliquefaciens|CYHP01000052|c1,1
Bacillus amyloliquefaciens|CYHL01000056|c1,1
Paenibacillus sp FSL P4-0081|CP009280|c2,-1
Bacillus atrophaeus C89|AJRJ01000087|c1,1
Bacillus cereus BAG5X1-1|AHDJ01000065|c1,1
Bacillus amyloliquefaciens|JMEG01000008|c1,-1
Bacillus subtilis|CYHS01000094|c1,1
Bacillus amyloliquefaciens|JUDU01000056|c1,1
Bacillus sp FJAT-27445|LFZT01000006|c1,-1
Paenibacillus polymyxa|JMIQ01000008|c1,1
Bacillus amyloliquefaciens|JMEG01000006|c1,-1
Saccharomonospora cyanea NA-134|CM001440|c10,-1
Kibdelosporangium phytohabitans|CP012752|c14,-1
Sorangium cellulosum|KT368180|c1,-1
chlorotonil,-1
Streptomyces sp CNH365|KT368179|c1,1
anthracimycin,1
Streptomyces sp T676|LN871452|c1,1
Streptococcus mutans 15VF2|AHRR01000028|c1,1
Streptococcus mutans 4SM1|AHRL01000011|c1,1
Streptococcus mutans 4VF1|AHRQ01000021|c1,1
Streptococcus mutans 1SM1|AHRK01000037|c1,1
Streptococcus mutans NLML1|AHSW01000006|c1,1
Kordia algicida OT-1|ABIB01000020|c1,1
Bacillus subtilis|CYHO01000023|c1,1
Bacillus amyloliquefaciens|JUDU01000063|c1,1
macrolactin,-1
Bacillus velezensis TrigoCor1448|CP007244|c5,-1
Bacillus amyloliquefaciens LFB112|CP006952|c6,-1
Bacillus cereus|CYHI01000723|c1,1
Bacillus velezensis M27|AMPK01000010|c3,-1
Bacillus velezensis|CP009679|c6,-1
Bacillus sp Pc3|CP010406|c3,-1
Bacillus velezensis|CP011347|c8,-1
Bacillus velezensis|CP011346|c7,-1
Bacillus amyloliquefaciens KHG19|CP007242|c5,-1
Bacillus velezensis UCMB5113|HG328254|c5,-1
Bacillus velezensis|LGAT01000003|c3,-1
Bacillus velezensis|JTKJ02000002|c1,-1
Bacillus sp LK7|LDUN01000002|c2,-1
Bacillus velezensis CAU B946|HE617159|c6,-1
Bacillus velezensis|LHCC01000002|c2,-1
Bacillus subtilis|CP009749|c6,-1
Bacillus amyloliquefaciens UASWS BA1|AWQY01000002|c3,-1
Streptococcus pneumoniae|CQZO01000001|c3,-1
Bacillus velezensis FZB42|AJ634061|c1,-1
Bacillus velezensis|CP011686|c5,-1
Bacillus amyloliquefaciens|JQNZ01000020|c4,-1
Bacillus velezensis NAU-B3|HG514499|c8,-1
Bacillus amyloliquefaciens subsp plantarum str FZB42|CP000560|c6,-1
Bacillus velezensis UCMB5033|HG328253|c6,-1
Bacillus velezensis|LGAU01000003|c3,-1
Bacillus velezensis NJN-6|CP007165|c6,-1
Bacillus subtilis subsp inaquosorum KCTC 13429|AMXN01000003|c3,-1
Bacillus amyloliquefaciens|CYHL01000044|c1,-1
Bacillus amyloliquefaciens|LJAU01000018|c1,-1
Bacillus amyloliquefaciens|CYHP01000031|c1,-1
Bacillus amyloliquefaciens|LJDI01000033|c1,-1
Bacillus amyloliquefaciens|JZDI01000001|c1,-1
Bacillus velezensis|JXAM01000039|c1,-1
Bacillus sp BH072|CP009938|c8,-1
Bacillus velezensis|JYGH01000014|c4,-1
Bacillus velezensis|LJJY01000001|c3,-1
Bacillus sp 916|AFSU01000076|c1,-1
Bacillus amyloliquefaciens EBL11|JCOC01000014|c1,-1
Bacillus subtilis|CP009684|c8,-1
Bacillus velezensis UCMB5036|HF563562|c5,-1
Bacillus velezensis YAU B9601-Y2|HE774679|c6,-1
Bacillus subtilis|CP009611|c5,-1
Bacillus velezensis AS433|CP003838|c6,-1
Bacillus amyloliquefaciens CC178|CP006845|c6,-1
Bacillus amyloliquefaciens EGD-AQ14|AVQH01000001|c3,-1
Bacillus velezensis SQR9|CP006890|c6,-1
Bacillus amyloliquefaciens|CP011278|c5,-1
Bacillus amyloliquefaciens|CP010556|c5,-1
Bacillus amyloliquefaciens IT-45|CP004065|c8,-1
Bacillus subtilis|JPYY01000002|c2,-1
Bacillus amyloliquefaciens Y2|CP003332|c6,-1
Bacillus sp 5B6|AJST01000001|c5,-1
Bacillus subtilis|DQ844599|c1,1
Bacillus amyloliquefaciens|JMEG01000001|c1,-1
Paenibacillus sp IHB B 3415|JUEI01000002|c1,-1
Paenibacillus sp FSL R5-0912|CP009282|c2,-1
Paenibacillus sp FSL R7-0273|CP009283|c2,-1
Paenibacillus sp FSL P4-0081|CP009280|c3,-1
Paenibacillus borealis|CP009285|c2,-1
Aquimarina atlantica|AQRA01000010|c1,-1
Paenibacillus durus|CP009288|c3,-1
Clostridium papyrosolvens DSM 2782|ACXX02000001|c1,-1
Clostridium cellulolyticum H10|CP001348|c1,-1
Streptococcus mutans SA38|AHRD01000019|c1,-1
Streptococcus mutans 15VF2|AHRR01000015|c1,1
Streptococcus mutans 1SM1|AHRK01000050|c1,1
Streptococcus mutans 4SM1|AHRL01000052|c1,1
Streptococcus mutans NLML1|AHSW01000064|c1,1
Streptococcus mutans 4VF1|AHRQ01000032|c1,1
Flavobacterium hydatis|JPRM01000036|c1,-1
Flavobacterium sp ABG|LEKS01000015|c1,-1
Flavobacterium sp KMS|JSYP01000020|c1,-1
Flavobacterium sp JRM|JSYO01000057|c1,-1
Paenibacillus durus|CP009288|c4,-1
Bacillus thuringiensis|CP009336|c1,-1
Methyloglobulus morosus KoM1|AYLO01000162|c1,-1
Clostridium papyrosolvens DSM 2782|ACXX02000007|c2,-1
Bacillus cereus BGSC 6E1|ACLU01000171|c1,-1
Saccharomonospora xinjiangensis XJ-54|JH636049|c16,1
Scytonema sp PCC 10023|KR857271|c1,1
tolytoxin,1
luminaolid,-1
Planktothrix paucivesiculata PCC 9631|KR857272|c1,-1
misakinolide,-1
Candidatus Entotheonella sp ex Theonella swinhoei|KR857273|c1,-1
Burkholderia pseudomallei 354a|AGVS01000588|c1,1
Burkholderia pseudomallei 354e|AHJD01000211|c1,1
Burkholderia pseudomallei MSHR4303|JPVM01000013|c1,1
Burkholderia pseudomallei|CP008754|c1,1
Burkholderia pseudomallei|JOTS01000003|c1,1
Burkholderia pseudomallei 354e|AHJD01000210|c1,1
Burkholderia pseudomallei MSHR7498|JQDH01000131|c1,1
Burkholderia mallei|CP008731|c9,-1
Burkholderia mallei ATCC 23344|CP000011|c4,-1
Burkholderia pseudomallei TSV28|JQHU01000166|c1,-1
Burkholderia pseudomallei|JZXP01000034|c2,-1
Burkholderia pseudomallei MSHR5608|JPWQ01000138|c1,1
Burkholderia mallei NCTC 10229|CP000545|c3,-1
Burkholderia pseudomallei|CP012518|c9,-1
Burkholderia pseudomallei|CP008759|c13,-1
Burkholderia pseudomallei ABCPW 1|JQIJ01000004|c6,-1
Burkholderia pseudomallei 1026b|CP004380|c5,-1
Burkholderia pseudomallei TSV 48|CP009160|c11,-1
Burkholderia pseudomallei|CFWG01000010|c1,-1
Burkholderia mallei|JPGO01000136|c1,1
Burkholderia pseudomallei MSHR1000|JQEF01000017|c1,1
Burkholderia pseudomallei 1258a|AHJB01000324|c1,1
Burkholderia pseudomallei 354e|AHJD01000209|c1,1
Burkholderia pseudomallei 1026a|AHJA01000154|c1,1
Burkholderia pseudomallei 1258b|AHJC01000245|c1,1
Burkholderia pseudomallei 1710b|CP000125|c16,-1
Burkholderia mallei GB8 horse 4|AAHO01000060|c1,-1
Burkholderia pseudomallei MSHR1153|CP009272|c16,-1
Burkholderia pseudomallei MSHR5492|JQDO01000108|c1,1
Burkholderia pseudomallei|JOTT01000028|c1,-1
Burkholderia pseudomallei MSHR5613|JQDK01000047|c1,1
Burkholderia pseudomallei MSHR7334|JQDF01000120|c1,-1
Burkholderia pseudomallei|JOTW01000025|c1,1
Burkholderia pseudomallei MSHR1029|JQDB01000004|c1,1
Burkholderia pseudomallei NAU35A-3|CP004378|c8,-1
Burkholderia pseudomallei TSV 31|JPVE01000004|c1,1
Burkholderia pseudomallei TSV 43|JPQK01000002|c1,-1
Burkholderia pseudomallei MSHR520|CP004369|c14,-1
Burkholderia pseudomallei TSV28|JQHU01000104|c1,1
Burkholderia pseudomallei|JOTU01000012|c1,1
Burkholderia pseudomallei|CP008754|c14,1
Burkholderia pseudomallei MSHR4300|JPQI01000001|c1,-1
Burkholderia pseudomallei ABCPW 107|JQDN01000137|c1,1
Burkholderia mallei|JNLV01000112|c1,1
Burkholderia pseudomallei 1655|CH899718|c2,-1
Burkholderia pseudomallei MSHR511|CP004024|c9,-1
Burkholderia pseudomallei|CP008917|c16,1
Burkholderia pseudomallei|JOTX01000111|c1,1
Burkholderia pseudomallei MSHR640|JQFP01000034|c2,1
Burkholderia pseudomallei MSHR543|JPZX01000020|c1,-1
Burkholderia pseudomallei|JPHB01000020|c1,-1
Burkholderia pseudomallei|JPNV01000094|c2,1
Burkholderia pseudomallei|JOUA01000001|c1,-1
Burkholderia pseudomallei MSHR5609|JQDJ01000057|c1,1
Burkholderia pseudomallei|JPNU01000054|c1,1
Burkholderia pseudomallei MSHR4299|JPVC01000007|c1,1
Burkholderia pseudomallei MSHR1328|APNR01000004|c1,-1
Burkholderia pseudomallei MSHR4303|JPVM01000030|c2,1
Burkholderia pseudomallei MSHR449|JQFO01000063|c1,1
Burkholderia pseudomallei TSV32|JQHT01000002|c1,-1
Burkholderia pseudomallei|JOTZ01000088|c1,1
Burkholderia pseudomallei|JPNW01000038|c1,1
Burkholderia mallei|JNLU01000216|c1,1
Burkholderia pseudomallei MSHR435|JRFP01000011|c1,1
Burkholderia mallei|JNUY01000109|c1,1
Burkholderia pseudomallei|JPNQ01000114|c1,1
Burkholderia pseudomallei MSHR456|JQFN01000014|c1,1
Burkholderia pseudomallei MSHR7504|JPWR01000143|c1,1
Burkholderia mallei ATCC 10399|CH899679|c2,-1
Burkholderia mallei NCTC 10247|CP000547|c6,-1
Burkholderia pseudomallei|JOTY01000099|c1,1
Burkholderia mallei FMH|DS264095|c1,1
Burkholderia pseudomallei|JPHA01000126|c1,1
Burkholderia pseudomallei NCTC 13179|CP003977|c14,-1
Burkholderia pseudomallei MSHR684|JQDC01000005|c10,-1
Burkholderia mallei|CP009943|c9,-1
Burkholderia mallei|CP008722|c1,-1
Burkholderia mallei|CP010066|c4,-1
Burkholderia mallei|CP008705|c7,-1
Burkholderia mallei NCTC 10247|CP007801|c7,-1
Burkholderia mallei|CP009147|c10,-1
Burkholderia mallei|CP009588|c2,-1
Burkholderia pseudomallei TSV5|JQGY01000014|c1,-1
Burkholderia pseudomallei|JYBJ01000031|c2,1
Burkholderia pseudomallei MSHR7343|JQDM01000117|c1,1
Burkholderia pseudomallei MSHR5569|JQDL01000051|c2,1
Burkholderia pseudomallei|JOTV01000055|c1,1
Burkholderia pseudomallei MSHR3709|JRFK01000095|c1,-1
Burkholderia pseudomallei A79D|JQHR01000089|c1,-1
Burkholderia pseudomallei MSHR4378|JQDP01000158|c1,1
Burkholderia pseudomallei MSHR4868|JQGZ01000014|c1,1
Burkholderia pseudomallei MSHR7527|JPWS01000073|c5,-1
Burkholderia pseudomallei MSHR146|CP004043|c7,-1
Burkholderia pseudomallei A79C|JQHQ01000112|c1,1
Burkholderia pseudomallei MSHR5596|JQDE01000165|c1,-1
Burkholderia pseudomallei 305|AAYX01000003|c1,-1
Burkholderia pseudomallei MSHR338|ATJY01000023|c1,1
Burkholderia pseudomallei|CP008763|c6,-1
Burkholderia pseudomallei|CP012516|c9,-1
Burkholderia pseudomallei MSHR1043|AOGU01000017|c2,-1
Burkholderia pseudomallei|JYBH01000045|c2,-1
Burkholderia pseudomallei MSHR6137|AXDS01000040|c1,-1
Burkholderia pseudomallei|JYBG01000049|c2,-1
Burkholderia pseudomallei TSV44|JQGX01000025|c1,-1
Burkholderia mallei|LBFF01000163|c1,-1
Burkholderia pseudomallei MSHR3016|JQEH01000045|c2,-1
Burkholderia mallei|CP009338|c2,-1
Burkholderia mallei|CP008710|c3,-1
Burkholderia pseudomallei MSHR1079|APNS01000004|c12,-1
Burkholderia pseudomallei Pakistan 9|ACKA01000024|c1,1
Burkholderia pseudomallei 7894|CP009536|c12,-1
Burkholderia pseudomallei MSHR4503|JPQN01000004|c5,-1
Burkholderia mallei|JPNX02000001|c3,-1
Burkholderia pseudomallei MSHR2243|CP009269|c11,-1
Burkholderia pseudomallei|CGIB01000019|c1,-1
Burkholderia pseudomallei|CSKY01000005|c1,-1
Burkholderia pseudomallei|CP009156|c13,-1
Burkholderia pseudomallei MSHR305|CP006469|c6,-1
Burkholderia pseudomallei|CIAY01000001|c1,-1
Burkholderia pseudomallei|CGHA01000005|c1,-1
Burkholderia pseudomallei|CGEW01000001|c1,-1
Burkholderia pseudomallei|CSJU01000001|c4,-1
Burkholderia pseudomallei|CSNQ01000019|c1,-1
Burkholderia pseudomallei|CSLB01000005|c2,-1
Burkholderia pseudomallei|CSPX01000018|c1,-1
Burkholderia pseudomallei MSHR5855|JMMV01000071|c4,-1
Burkholderia pseudomallei|CFVY01000008|c1,-1
Burkholderia pseudomallei|CWJE01000004|c1,-1
Burkholderia pseudomallei|CIBB01000020|c1,-1
Burkholderia pseudomallei MSHR332|JQFM01000068|c1,-1
Burkholderia pseudomallei|CIAS01000006|c1,-1
Burkholderia pseudomallei|CSMO01000021|c1,-1
Burkholderia pseudomallei|JQIM01000009|c3,-1
Burkholderia pseudomallei MSHR2451|JQEG01000036|c1,-1
Burkholderia pseudomallei 1106b|CM000775|c6,-1
Burkholderia pseudomallei|CSQP01000020|c1,-1
Burkholderia pseudomallei MSHR4000|JPVL01000019|c3,-1
Burkholderia pseudomallei K42|CP009163|c1,-1
Burkholderia pseudomallei|CIJT01000019|c1,-1
Burkholderia pseudomallei|CHFC01000005|c2,-1
Burkholderia pseudomallei|CGFC01000003|c3,-1
Burkholderia pseudomallei|CHFB01000005|c1,-1
Burkholderia pseudomallei|CGEX01000006|c1,-1
Burkholderia pseudomallei MSHR3964|JPVD01000007|c11,-1
Burkholderia pseudomallei|CFVR01000005|c2,-1
Burkholderia pseudomallei|CIBL01000018|c1,-1
Burkholderia pseudomallei PB08298010|CP009550|c9,-1
Burkholderia pseudomallei|CSKI01000005|c1,-1
Burkholderia pseudomallei MSHR4377|JPQH01000001|c3,-1
Burkholderia pseudomallei|CSSE01000019|c1,-1
Burkholderia pseudomallei|LGKL01000032|c4,-1
Burkholderia pseudomallei|CSRJ01000019|c1,-1
Burkholderia pseudomallei MSHR2990|JQHV01000041|c2,-1
Burkholderia pseudomallei|CP010974|c8,-1
Burkholderia pseudomallei MSHR3335|JRFL01000009|c4,-1
Burkholderia pseudomallei MSHR4372|JPQJ01000004|c3,-1
Burkholderia pseudomallei|CFVQ01000005|c1,-1
Burkholderia pseudomallei|CFXD01000019|c1,-1
Burkholderia pseudomallei|CP009210|c10,-1
Burkholderia pseudomallei MSHR4003|JPUZ01000004|c4,-1
Burkholderia pseudomallei|CP009586|c4,-1
Burkholderia pseudomallei|CIGX01000017|c1,-1
Burkholderia pseudomallei|CSKU01000004|c1,-1
Burkholderia pseudomallei MSHR5858|CP008891|c8,-1
Burkholderia pseudomallei|CSKO01000002|c1,-1
Burkholderia pseudomallei|CWJA01000006|c1,-1
Burkholderia pseudomallei|LK936443|c8,-1
Burkholderia pseudomallei|CSQF01000021|c1,-1
Burkholderia pseudomallei|CGHB01000002|c5,-1
Burkholderia gladioli BSR3|CP002600|c2,-1
Burkholderia pseudomallei|CFVP01000001|c1,-1
Burkholderia pseudomallei MSHR1357|JQDA01000032|c2,-1
Burkholderia pseudomallei|CP008835|c2,-1
Burkholderia pseudomallei MSHR5848|CP008910|c3,-1
Burkholderia pseudomallei|CFWA01000001|c5,-1
Burkholderia pseudomallei MSHR2138|JRFM01000126|c2,-1
Burkholderia pseudomallei|CGEZ01000020|c1,-1
